sno,sna,total,available_rent_bikes,sarea,mday,latitude,longitude,ar,sareaen,snaen,aren,available_return_bikes,act,srcUpdateTime,updateTime,infoTime,infoDate
500110027,YouBike2.0_八德路三段8巷口,15,0,松山區,2024/7/11 15:27,25.04488,121.54992,市民大道四段123號,Songshan Dist,YouBike2.0_Ln. 8， Sec. 3， Bade Rd. Intersection,No. 123， Sec. 4， Civic Blvd.,15,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:27,2024/7/11
500110028,YouBike2.0_三軍總醫院(松山分院),43,16,松山區,2024/7/11 15:45,25.05419,121.55631,光復北路/光復北路190巷口(東南側),Songshan Dist,YouBike2.0_Tri-Service General Hospital Songshan Branch,Guangfu N. Rd. & Ln. 190， Guangfu N. Rd. Intersection (Southeast),27,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500110029,YouBike2.0_平安新城,16,4,松山區,2024/7/11 15:48,25.05528,121.559,延壽街356巷/延壽街330巷16弄(東北側),Songshan Dist,YouBike2.0_Pingan New Town,Ln. 356， Yanshou St. & Aly. 16， Ln. 330， Yanshou St. Intersection (Northeast),11,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500110030,YouBike2.0_健康社會住宅,20,2,松山區,2024/7/11 15:45,25.05433,121.56545,健康路305號(前),Songshan Dist,YouBike2.0_Jiankang Social Housing,No. 305， Jiankang Rd.,18,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500110031,YouBike2.0_民權光復路口(東北側),24,12,松山區,2024/7/11 15:27,25.06206,121.55475,民權東路四段/光復北路(東北側),Songshan Dist,YouBike2.0_Minquan Rd. & Guangfu Rd. Intersection (Northeast),Sec. 4， Minquan E. Rd. & Guangfu N. Rd. Intersection (Northeast),12,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:27,2024/7/11
500110032,YouBike2.0_市民東興路口,30,17,松山區,2024/7/11 15:44,25.0484,121.56586,東興路33號南側,Songshan Dist,YouBike2.0_Civic Blvd. & Dongxing Rd. Intersection,No. 33， Dongxing Rd. (South),8,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:44,2024/7/11
500110033,YouBike2.0_光復南路22巷口,29,7,松山區,2024/7/11 15:34,25.04693,121.55771,光復南路19號西側,Songshan Dist,YouBike2.0_Ln. 22， Guangfu S. Rd. Intersection,No. 19， Guangfu S. Rd. (West),22,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:34,2024/7/11
500110034,YouBike2.0_光復南路46巷,16,3,松山區,2024/7/11 15:45,25.04606,121.55665,光復南路46巷10號東側,Songshan Dist,YouBike2.0_Ln. 46， GuangFu S. Rd.,No.10， Ln. 46， GuangFu S. Rd. (North),13,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500110035,YouBike2.0_松山新城,27,13,松山區,2024/7/11 15:33,25.05347,121.55436,健康路78號(對面),Songshan Dist,YouBike2.0_Songshan New Village,No. 78， Jiankang Rd. (Opposite),14,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:33,2024/7/11
500110036,YouBike2.0_內政部營建署,33,23,松山區,2024/7/11 15:49,25.04769,121.5448,八德路二段342號(前),Songshan Dist,YouBike2.0_Construction and Planning Agency,No.342， Sec. 2， Bade Rd.,8,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500110037,YouBike2.0_南京光復路口,31,22,松山區,2024/7/11 15:49,25.05143,121.55716,南京東路四段186號前,Songshan Dist,YouBike2.0_Nanjing Rd. & Guangfu Rd. Intersection,No. 186， Sec. 4， Nanjing E. Rd.,9,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500110038,YouBike2.0_民生立體停車場,24,17,松山區,2024/7/11 15:49,25.05846,121.55947,民生東路五段84號前,Songshan Dist,YouBike2.0_Minsheng Parking Lot,No. 84， Sec. 5， Minsheng E. Rd.,7,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500110039,YouBike2.0_健康新城,44,2,松山區,2024/7/11 15:49,25.05408,121.56095,健康路179號前,Songshan Dist,YouBike2.0_Jiankang New Village,No. 179， Jiankang Rd.,42,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500110040,YouBike2.0_健安新城,30,1,松山區,2024/7/11 15:49,25.05606,121.56345,三民路43巷1號前,Songshan Dist,YouBike2.0_Jianan Sincheng,No. 1， Ln. 43， Sanmin Rd.,29,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500110041,YouBike2.0_復盛公園,37,3,松山區,2024/7/11 15:48,25.04763,121.56115,八德路四段106巷/八德路四段106巷6弄口(東側),Songshan Dist,YouBike2.0_Fusheng Park,Ln. 106， Sec. 4， Bade Rd. & Aly. 6， Ln. 106， Sec. 4， Bade Rd. Intersection (East),34,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500110042,YouBike2.0_中崙福成宮,31,18,松山區,2024/7/11 15:48,25.04524,121.54659,市民大道四段73號前,Songshan Dist,YouBike2.0_Zhonglun Fucheng Temple,No. 73， Sec. 4， Civic Blvd.,13,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500110043,YouBike2.0_捷運南京復興站(7號出口),15,8,松山區,2024/7/11 15:49,25.05278,121.54478,慶城街1號(東南側),Songshan Dist,YouBike2.0_MRT Nanjing Fuxing Sta.(Exit.7),No. 1， Qingcheng St. (Southeast),7,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500110044,YouBike2.0_捷運南京復興站(5號出口),52,23,松山區,2024/7/11 15:47,25.05168,121.54506,南京東路三段262號,Songshan Dist,YouBike2.0_MRT Nanjing Fuxing Sta.(Exit.5),No. 262， Sec. 3， Nanjing E. Rd.,29,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:47,2024/7/11
500110045,YouBike2.0_塔悠疏散門,32,14,松山區,2024/7/11 15:34,25.0648,121.56788,民權東路五段41之1號,Songshan Dist,YouBike2.0_Tayou Evacuation Gate,No. 41-1， Sec. 5， Minquan E. Rd.,18,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:34,2024/7/11
500110046,YouBike2.0_臺北田徑場,47,31,松山區,2024/7/11 15:49,25.04951,121.54941,敦化北路/八德路三段(東北側),Songshan Dist,YouBike2.0_Taipei Stadium,Dunhua N. Rd. & Sec. 3， Bade Rd. Intersection (Northeast),16,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500110047,YouBike2.0_捷運小巨蛋站(5號出口),22,2,松山區,2024/7/11 15:48,25.05176,121.55352,南京東路四段75-1號前,Songshan Dist,YouBike2.0_MRT Taipei Arena Sta. (Exit.5),No. 75-1， Sec. 4， Nanjing E. Rd.,20,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500110048,YouBike2.0_敦化長春路口,34,17,松山區,2024/7/11 15:44,25.0536,121.54871,敦化北路112號前,Songshan Dist,YouBike2.0_Dunhua Rd. & Changchun Rd. Intersection,No. 112， Dunhua N. Rd.,7,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:44,2024/7/11
500110049,YouBike2.0_饒河疏散門(基四號疏散門),19,2,松山區,2024/7/11 15:49,25.05147,121.57683,松河街182號對側,Songshan Dist,YouBike2.0_Raohe Evacuation Gate,No. 182， Songhe St. (Opposite),17,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500110050,YouBike2.0_捷運松山站(2號出口),14,3,松山區,2024/7/11 15:48,25.05013,121.57635,八德路四段685號前,Songshan Dist,YouBike2.0_MRT Songshan Sta. (Exit 2),No. 685， Sec. 4， Bade Rd.,11,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500110051,YouBike2.0_民權東路三段106巷口,22,20,松山區,2024/7/11 15:46,25.062,121.54472,民權東路三段102號前,Songshan Dist,YouBike2.0_Ln. 106， Sec. 3， Minquan E. Rd.,No. 102， Sec. 3， Minquan E. Rd.,2,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:46,2024/7/11
500110052,YouBike2.0_南京東路五段59巷口,17,11,松山區,2024/7/11 15:47,25.05163,121.55907,南京東路五段57號(前),Songshan Dist,YouBike2.0_Ln. 59， Sec. 5， Nanjing E. Rd.,No. 57， Sec. 5， Nanjing E. Rd.,6,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:47,2024/7/11
500110053,YouBike2.0_三民公園(塔悠路),20,8,松山區,2024/7/11 13:50,25.06241,121.56831,塔悠路/撫遠街261巷(西側),Songshan Dist,YouBike2.0_Sanmin Park (Tayou Rd.),Tayou Rd. & Ln. 261， Fuyuan St. (West),12,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 13:50,2024/7/11
500110054,YouBike2.0_寶清公園,13,8,松山區,2024/7/11 15:49,25.05198,121.5681,寶清街/寶清街30巷(北側),Songshan Dist,YouBike2.0_Baoqing Park,Baoqing St. & Ln. 30， Baoqing St. Intersection (North),5,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500110055,YouBike2.0_西松公園,11,4,松山區,2024/7/11 15:06,25.05406,121.56407,健康路/南京東路五段251巷50弄(西側),Songshan Dist,YouBike2.0_Xisong Park,Jiankang Rd. & Aly. 50， Ln. 251， Sec. 5， Nanjing E. Rd. Intersection (West),7,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:06,2024/7/11
500110056,YouBike2.0_長壽公園,22,11,松山區,2024/7/11 15:35,25.05378,121.55893,健康路174號(旁),Songshan Dist,YouBike2.0_Changshou Park,No. 174， Jiankang Rd.,11,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:35,2024/7/11
500110057,YouBike2.0_復源公園,14,8,松山區,2024/7/11 15:43,25.04634,121.5542,八德路三段106巷62號(對面),Songshan Dist,YouBike2.0_Fuyuan Park,No. 62， Ln. 106， Sec. 3， Bade Rd. (Opposite),6,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:43,2024/7/11
500110058,YouBike2.0_南京東路四段179巷口,13,4,松山區,2024/7/11 15:47,25.05173,121.55609,南京東路四段163號(前),Songshan Dist,YouBike2.0_Ln. 179， Sec. 4， Nanjing E. Rd.,No. 163， Sec. 4， Nanjing E. Rd.,9,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:47,2024/7/11
500110059,YouBike2.0_臺北田徑場(北寧路側),38,18,松山區,2024/7/11 15:47,25.04954,121.55261,八德路三段25號前,Songshan Dist,YouBike2.0_Taipei Stadium (Beining Rd.),No. 25， Sec. 3， Bade Rd.,19,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:47,2024/7/11
500110060,YouBike2.0_西松高中(健康路325巷),31,1,松山區,2024/7/11 15:49,25.05567,121.56713,健康路325巷 / 健康路325巷12弄口(東北側),Songshan Dist,YouBike2.0_Xisong Senior High School (Ln. 325， Jiankang Rd.),Ln. 325， Jiankang Rd. & Aly. 12， Ln. 325， Jiankang Rd. Intersection (Northeast),29,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500110061,YouBike2.0_南京東興路口,30,1,松山區,2024/7/11 15:38,25.05149,121.56535,南京東路五段 / 東興路口(北側),Songshan Dist,YouBike2.0_Nanjing Rd. & Dongxing Rd. Intersection,Sec. 5， Nanjing E. Rd. & Dongxing Rd. Intersection (North),29,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:38,2024/7/11
500110062,YouBike2.0_捷運松山站(3號出口),52,3,松山區,2024/7/11 15:47,25.04962,121.57746,松山路/市民大道六段(西北側捷運3號出口),Songshan Dist,YouBike2.0_MRT Songshan Sta. (Exit 3),Songshan Rd. & Sec. 6， Civic Blvd. Intersection,49,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:47,2024/7/11
500110063,YouBike2.0_介壽國中,30,20,松山區,2024/7/11 15:45,25.05722,121.55706,民生東路五段36巷/光復北路165巷,Songshan Dist,YouBike2.0_Jieshou Junior High School,Ln. 36， Sec. 5， Minsheng E. Rd. & Ln. 165， Guangfu N. Rd. Intersection,10,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500110064,YouBike2.0_敦化南京路口(東北側),25,0,松山區,2024/7/11 15:49,25.05226,121.54926,敦化北路/南京東路四段,Songshan Dist,YouBike2.0_Dunhua Rd. & Nanjing Rd. Intersection (Northeast),Dunhua N. Rd. & Sec. 4， Nanjing E. Rd. Intersection,25,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500110065,YouBike2.0_敦化八德路口,20,14,松山區,2024/7/11 15:49,25.04802,121.54864,敦化南路一段/八德路二段(西南側),Songshan Dist,YouBike2.0_Dunhua Rd. & Bade Rd. Intersection,Sec. 1， Dunhua S. Rd. & Sec. 2， Bade Rd. Intersection (Southwest),6,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500110066,YouBike2.0_新東街51巷口,30,15,松山區,2024/7/11 15:44,25.0615,121.56332,三民路 / 新東街51巷口(東側),Songshan Dist,YouBike2.0_Ln. 51， Xindong St.,Sanmin Rd. & Ln. 51， Xindong St. Intersection (East),15,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:44,2024/7/11
500110067,YouBike2.0_八德立體停車場,34,2,松山區,2024/7/11 15:48,25.04985,121.57189,八德路/松信路(西南側),Songshan Dist,YouBike2.0_Bade Parking,Bade Rd. & Songxin Rd. Intersection (Southwest),32,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500110068,YouBike2.0_長春慶城街口,28,23,松山區,2024/7/11 15:36,25.05452,121.54636,長春路431號前,Songshan Dist,YouBike2.0_Changchun Rd. & Qingcheng St. Intersection,No. 431， Changchun Rd.,5,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:36,2024/7/11
500110069,YouBike2.0_八德路四段652巷口,20,0,松山區,2024/7/11 15:17,25.04942,121.57503,八德路四段650號南側,Songshan Dist,YouBike2.0_Ln. 652， Sec. 4， Bade Rd.,No. 650， Sec. 4， Bade Rd. (South),20,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:17,2024/7/11
500110070,YouBike2.0_捷運松山站(1號出口),15,15,松山區,2024/7/11 15:48,25.05014,121.57692,八德路四段711號前,Songshan Dist,YouBike2.0_MRT Songshan Sta. (Exit 1),No. 711， Sec. 4， Bade Rd.,0,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500110071,YouBike2.0_捷運小巨蛋站(3號出口),28,0,松山區,2024/7/11 15:48,25.05152,121.55243,南京東路四段12號前,Songshan Dist,YouBike2.0_MRT Taipei Arena Sta. (Exit.3),No. 12， Sec. 4， Nanjing E. Rd.,28,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500110072,YouBike2.0_捷運小巨蛋站(5號出口)_1,20,0,松山區,2024/7/11 15:38,25.05181,121.5521,南京東路四段/健康路(西北側),Songshan Dist,YouBike2.0_MRT Taipei Arena Sta. (Exit.5)_1,Sec. 4， Nanjing E. Rd. & Jiankang Rd. Intersection (Northwest),20,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:38,2024/7/11
500110073,YouBike2.0_敦化北路155巷口,30,28,松山區,2024/7/11 15:47,25.0542,121.5491,敦化北路151號前分隔島,Songshan Dist,YouBike2.0_Ln. 155， Dunhua N. Rd.,No. 151， Dunhua N. Rd.,2,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:47,2024/7/11
500110074,YouBike2.0_民生復興路口,15,8,松山區,2024/7/11 15:48,25.05764,121.54443,民生東路三段/復興北路(東南側),Songshan Dist,YouBike2.0_Minsheng Rd. & Fuxing Rd. Intersection,Sec. 3， Minsheng E. Rd. & Fuxing N. Rd. Intersection (Southeast),7,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500110076,YouBike2.0_市民延吉街口,30,5,松山區,2024/7/11 15:33,25.0444,121.55397,市民大道/延吉街(市民大道橋下空地),Songshan Dist,YouBike2.0_Civic Blvd. & Yanji St. Intersection,Civic Blvd. & Yanji St. Intersection (Under Bridge),25,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:33,2024/7/11
500110077,YouBike2.0_龍城市場,22,7,松山區,2024/7/11 15:29,25.05454,121.55417,光復北路190巷35號對側,Songshan Dist,YouBike2.0_Longcheng Market,No. 35， Ln. 190， Guangfu N. Rd. (Opposite),15,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:29,2024/7/11
500110078,YouBike2.0_捷運南京三民站(3號出口),28,5,松山區,2024/7/11 15:47,25.05129,121.56426,捷運南京三民站(3號出口),Songshan Dist,YouBike2.0_MRT Nanjing Sanmin Sta. (Exit 3),MRT Nanjing Sanmin Sta. (Exit 3),23,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:47,2024/7/11
500110079,YouBike2.0_塔悠基隆路口(麥帥一橋下),20,6,松山區,2024/7/11 15:44,25.05139,121.57062,南京東路五段386號前,Songshan Dist,YouBike2.0_Tayou Rd. & Keelung Rd. Intersection (First MacArthur Bridge),No. 386， Sec. 5， Nanjing E. Rd.,14,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:44,2024/7/11
500110080,YouBike2.0_五常街370巷,11,3,松山區,2024/7/11 15:47,25.06432,121.54537,五常街370巷8號,Songshan Dist,YouBike2.0_Ln. 370， Wuchang St.,No. 8， Ln. 370， Wuchang St.,8,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:47,2024/7/11
500110081,YouBike2.0_延壽街119巷口,15,3,松山區,2024/7/11 15:49,25.05708,121.56486,延壽街119巷/延壽街,Songshan Dist,YouBike2.0_Ln. 119， Yanshou St.,Ln. 119， Yanshou St. & Yanshou St.,12,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500110082,YouBike2.0_市民東寧路口,15,1,松山區,2024/7/11 15:43,25.04742,121.56305,市民大道五段111號前,Songshan Dist,YouBike2.0_Civic Blvd. & Dongning Rd. Intersection,No. 111， Sec. 5， Civic Blvd.,14,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:43,2024/7/11
500110083,YouBike2.0_民福簡易綠地,15,5,松山區,2024/7/11 15:34,25.06589,121.54529,民族東路630號對側,Songshan Dist,YouBike2.0_Minfu Green,No. 630， Minzu E. Rd. (Opposite),10,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:34,2024/7/11
500110084,YouBike2.0_三民國小(撫遠街),26,7,松山區,2024/7/11 15:45,25.06457,121.56458,撫遠街390巷27號對側,Songshan Dist,YouBike2.0_Sanmin Elementary School (Fuyuan St.),No. 27， Ln. 390， Fuyuan St. (Opposite),19,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500110085,YouBike2.0_民生郵局,14,6,松山區,2024/7/11 15:43,25.05936,121.56586,民生東路五段191號,Songshan Dist,YouBike2.0_Minsheng Post Office,No. 191， Sec. 5， Minsheng E. Rd.,8,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:43,2024/7/11
500110086,YouBike2.0_民權敦化路口(西北側),24,16,松山區,2024/7/11 15:43,25.06185,121.55,民權東路三段211號前人行道,Songshan Dist,YouBike2.0_MinQuan Rd. & DunHua Rd. Intersection (Northwest),No. 211， Sec. 3， Minquan E. Rd.,8,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:43,2024/7/11
500110087,YouBike2.0_寶清八德路口(北側),15,13,松山區,2024/7/11 15:42,25.05028,121.56879,寶清街29號旁,Songshan Dist,YouBike2.0_BaoQing St. & BaDe Rd. Intersection (North),No. 29， BaoQing St.,2,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:42,2024/7/11
500110088,YouBike2.0_民生東路三段140巷口,15,15,松山區,2024/7/11 15:31,25.056,121.5467,興安街/民生東路三段140巷,Songshan Dist,YouBike2.0_Ln. 140， Sec. 3， MinsHeng E. Rd.,XingAn St. & Ln. 140， Sec. 3， Minsheng E. Rd. Intersection,0,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:31,2024/7/11
500110089,YouBike2.0_新東延壽街口,16,1,松山區,2024/7/11 15:42,25.05725,121.56608,新東街1巷2號前,Songshan Dist,YouBike2.0_XinDong St. & YanShou St. Intersection,No. 2， Ln. 1， XinDong St.,15,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:42,2024/7/11
500110090,YouBike2.0_健康公園,26,2,松山區,2024/7/11 14:52,25.05434,121.56878,健康路442號旁,Songshan Dist,YouBike2.0_JianKang Park,No. 442， JianKang Rd.,24,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 14:52,2024/7/11
500111001,YouBike2.0_南港公園(東新街),25,0,南港區,2024/7/11 15:49,25.04591,121.59226,東新街170巷1號西南側,Nangang Dist,YouBike2.0_Nangang Park (Dongxin St),No. 1， Ln. 170， Dongxin St. Southwest),25,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500111002,YouBike2.0_南港公園(福德街),56,18,南港區,2024/7/11 15:47,25.04128,121.59089,福德街383號北側,Nangang Dist,YouBike2.0_Nangang Park (Fude St),No. 383， Fude St. (North),38,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:47,2024/7/11
500111003,YouBike2.0_捷運昆陽站(1號出口),65,22,南港區,2024/7/11 15:44,25.05014,121.59238,忠孝東路六段403號,Nangang Dist,YouBike2.0_MRT Kunyang Sta. (Exit 1),No. 403， Sec. 6， Zhongxiao E. Rd.,43,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:44,2024/7/11
500111004,YouBike2.0_忠孝東路六段225巷口,35,2,南港區,2024/7/11 15:48,25.04919,121.58832,忠孝東路六段219號,Nangang Dist,YouBike2.0_Ln. 225， Sec. 6， Zhongxiao E. Rd Intersection,No. 219， Sec. 6， Zhongxiao E. Rd.,33,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500111005,YouBike2.0_捷運後山埤站(1號出口),53,22,南港區,2024/7/11 15:40,25.04437,121.58133,中坡北路7號東側,Nangang Dist,YouBike2.0_MRT Houshanpi Sta (Exit 1),No. 7， Zhongpo N. Rd. (East),31,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:40,2024/7/11
500111006,YouBike2.0_合樂公園,15,12,南港區,2024/7/11 15:46,25.04843,121.58154,玉成街46號東側,Nangang Dist,YouBike2.0_Hele Park,No. 46， Yucheng St. (East),3,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:46,2024/7/11
500111007,YouBike2.0_合心廣場,43,19,南港區,2024/7/11 15:38,25.04608,121.58315,忠孝東路六段17號東北側,Nangang Dist,YouBike2.0_Hexing Square,No. 17， Sec. 6， Zhongxiao E. Rd. (Northeast),24,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:38,2024/7/11
500111008,YouBike2.0_成德國中,44,4,南港區,2024/7/11 15:49,25.04592,121.5882,東新街118巷15號南側,Nangang Dist,YouBike2.0_Chengde Junior High School,No. 15， Ln. 118， Dongxin St. Southwest),40,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500111009,YouBike2.0_玉成公園,36,0,南港區,2024/7/11 14:56,25.04281,121.58613,玉成街247號對側,Nangang Dist,YouBike2.0_Yucheng Park,No. 247， Yucheng St. (Opposite),36,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 14:56,2024/7/11
500111010,YouBike2.0_研究院舊莊街口,30,11,南港區,2024/7/11 15:46,25.04239,121.61683,舊莊街一段1號西側,Nangang Dist,YouBike2.0_Academia Sinica (Jiuzhuang St. Intersection),No. 1， Sec. 1， Jiuzhuang St. (West),19,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:46,2024/7/11
500111011,YouBike2.0_中研院綜合體育館東側,30,24,南港區,2024/7/11 15:41,25.04054,121.61374,研究院路二段128號(體育館),Nangang Dist,YouBike2.0_Academia Sinica Gymnasium (East),No. 128， Sec. 2， Academia Rd. (Gymnasium),6,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:41,2024/7/11
500111012,YouBike2.0_國家生技園區,30,29,南港區,2024/7/11 15:42,25.04763,121.61145,研究院路一段130巷99號(國家生技園區),Nangang Dist,YouBike2.0_National Biotechnology Research Park,No. 128， Sec. 2， Academia Rd. (NBRP),1,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:42,2024/7/11
500111013,YouBike2.0_捷運南港展覽館站(5號出口),73,3,南港區,2024/7/11 15:45,25.05469,121.61669,研究院路一段1號(5號出口),Nangang Dist,YouBike2.0_MRT Nangang Exhibition Center Sta. (Exit 5),No. 1， Sec. 1， Academia Rd. (Exit 5),70,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500111014,YouBike2.0_中研公園,40,11,南港區,2024/7/11 15:38,25.04697,121.61375,研究院路二段12巷58弄9號西側,Nangang Dist,YouBike2.0_Academia Park,No. 9， Aly. 58， Ln. 12， Sec. 2， Academia Rd. (West),29,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:38,2024/7/11
500111015,YouBike2.0_福山公園,25,0,南港區,2024/7/11 15:37,25.04499,121.61775,福山街44巷27號東南側,Nangang Dist,YouBike2.0_Fushan Park,No. 27， Ln. 44， Fushan St. (Southeast),25,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:37,2024/7/11
500111016,YouBike2.0_舊莊區民活動中心,25,2,南港區,2024/7/11 15:45,25.04139,121.6191,舊莊街一段91巷11號西南側,Nangang Dist,YouBike2.0_Jiuzhuang Recreation Center,No. 11， Ln. 91， Sec. 1， Jiuzhuang St. Southwest),23,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500111017,YouBike2.0_凌雲市場,25,6,南港區,2024/7/11 15:27,25.03564,121.61415,研究院路三段68巷9號北側,Nangang Dist,YouBike2.0_Lingyun Market,No. 9， Ln. 68， Sec. 3， Academia Rd. (North),19,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:27,2024/7/11
500111018,YouBike2.0_市民大道八段532號,15,5,南港區,2024/7/11 14:33,25.054,121.61334,市民大道八段532號北側,Nangang Dist,YouBike2.0_No. 532， Sec. 8， Civic Blvd.,No. 532， Sec. 8， Civic Blvd. (North),10,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 14:33,2024/7/11
500111019,YouBike2.0_捷運南港軟體園區(2號出口),37,32,南港區,2024/7/11 15:44,25.05933,121.61677,經貿二路183號(2號出口),Nangang Dist,YouBike2.0_MRT Nangang Software Park Sta. (Exit 2),No. 183， Jingmao 2nd Rd. (Exit 2),5,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:44,2024/7/11
500111020,YouBike2.0_南港國小,41,39,南港區,2024/7/11 15:42,25.05668,121.61137,惠民街67號東南側,Nangang Dist,YouBike2.0_Nangang Elementary School,No. 67， Huimin St. (Southeast),2,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:42,2024/7/11
